Sapling.ID,Stem.Wood.Density,Modulus.Of.Elasticity,Branching.Distance,Branch.Diameter,Branch.Wood.Density,Vessel.Diameter,Lumen.Fraction,Ks,Kbranch,t.b2,Leaf.Area,Leaf.Mass.per.Area,Leaf.Thickness,Leaf.Carbon.Concentration,Leaf.Nitrogen.Concentration,Leaf.Phosphorus.Concentration,Carbon.13.isotope.ratio,Elevation,Total.Transmitted.Light ,Percent.Canopy.Opening,Summer.Max.Temp,Fall.Min.Temp,Mean.Summer.and.Fall.Temp,Slope,North.Aspect,East.Aspect,Soil.Humidity,Soil.pH,Soil.Total.Organic.Carbon,Soil.Total.Nitrogen,Soil.Phosphorus,Soil.Potassium,Soil.Calcium,Soil.Magnesium,Soil.Depth,Symmetric.Competition,Asymmetric.Competition,Species,Site.Name,Tree.Age,Tree.Height,julian.date.2011,Branch.Height
J19POT19,0.467960817,9483.340538,14,4.47,0.504496874,6995.427916,0.162468892,70.81395778,1250.369564,0.02475873,13.97976744,80.84773676,0.1508,50.4391,3.3187,19.02353801,-28.72410286,78,8.18,14.71,27,-11.33,13.89,22.9,0.173648178,-0.984807753,0.21,6.54,3.345768519,0.103675163,41.38142599,412.7882012,3708.954892,352.7093461,55,2.214,1.625,POT,Spa,9,625,212,6.8
J19POT20,0.485425942,3128.357591,100,4.5,0.444615912,4801.530705,0.118266933,40.35904518,764.8718595,0.028747047,37.71727273,89.44539516,0.1816,49.7405,3.093,23.15645038,-27.3107502,78,3.55,9.57,27,-11.33,13.89,0,0,0,0.212333333,NA,NA,NA,NA,NA,NA,NA,NA,5.372,1.868,POT,Spa,7,405,212,3.6
J19ULA17,0.802619443,2021.024584,72,3.395,0.571394406,8033.212236,0.119082455,239.7569332,2138.986561,0.033802434,44.07818182,56.67615394,0.1478,45.7278,3.2307,28.98998413,-29.32040833,78,4.38,8.51,27,-11.33,13.89,0,0,0,0.436,NA,NA,NA,NA,NA,NA,NA,NA,0.888,14.855,ULA,Spa,20,470,212,4.4
J19ULA18,0.705829384,4210.757378,10.6,4.92,0.561697468,11962.87249,0.218834706,436.7781442,641.9494993,0.032291637,24.12555556,40.45195659,0.1044,42.8967,2.2347,27.25711768,-30.22820938,78,4.88,7.73,27,-11.33,13.89,0,0,0,0.412333333,NA,NA,NA,NA,NA,NA,NA,NA,5.673,41.361,ULA,Spa,21,476,212,3.3
J1ACR17,0.600302775,3836.254423,12.55555556,6.365,0.503800373,7714.142427,0.069572215,31.36802279,529.046519,0.015050701,30.97844444,82.13596551,0.1428,49.68676197,2.2202,9.915348176,-29.97238953,157,3.26,7.96,30,-9.75,14.1,0,0,0,0.034666667,6.04,4.644567974,0.122298563,8.01861297,139.1324054,1673.807445,69.29181271,55,0.748,9.206,ACR,Research Center,19,588,199,3.7
J1ACSA1,0.787391681,11481.05122,22.4,5.82,0.495555229,9659.581152,0.094874694,54.2974089,859.0354162,0.026929697,71.52619048,46.48313971,0.1112,47.574,2.1839,10.4927587,-30.92636284,157,2.13,5.23,30,-9.75,14.1,0,0,0,0.043,NA,NA,NA,NA,NA,NA,NA,30,1.306,6.866,ACSA,Research Center,24,592.2601607,199,3.9
J1ACSA2,0.815802469,4744.596771,15.8,5.26,0.479114801,9150.461016,0.091005503,55.12758753,740.3998033,0.022099958,65.719,52.75491106,0.1278,47.4571,2.1343,10.95241808,-30.24867424,157,1.69,4,30,-9.75,14.1,0,0,0,0.085666667,5.41,5.602554952,0.18498342,6.362238233,131.9933095,1026.12654,80.5934894,38,2.182,4.478,ACSA,Research Center,31,355.2718696,173,3.2
J1AMSP18,0.897417219,9405.220868,16,4.6,0.582365579,6703.290019,0.166330992,63.62450809,1153.926891,0.017860073,14.29241379,65.33487744,0.1636,49.9451,2.2167,14.52748067,-28.67544136,157,4.22,6.41,30,-9.75,14.1,0,0,0,0.061333333,NA,NA,NA,NA,NA,NA,NA,NA,20.355,5.737,AMSP,Research Center,21,510,199,3.8
J1AMSP19,0.802112379,9141.636076,12.58333333,4.595,0.642088554,5961.696008,0.147447247,48.87553934,931.1579034,0.020135374,12.2944,54.30114524,0.1164,49.1157,2.6857,17.29027035,-30.26641281,157,5.4,8.01,30,-9.75,14.1,0,0,0,0.077333333,5.74,6.010372758,0.203122212,10.65859373,169.1006699,1733.957268,83.92960786,37,27.058,16.739,AMSP,Research Center,15,457,218,3.6
J1AMSP20,0.837387264,1912.374508,11.125,4.715,0.62021664,6622.476917,0.217542696,87.19701086,1569.017,0.01582692,12.6,79.52380952,0.1914,48.2173,2.4126,10.72142194,-31.2407621,157,10.74,15.92,30,-9.75,14.1,0,0,0,0.020666667,5.26,2.76484265,0.074783684,14.52661471,88.03850551,266.6873893,19.37174238,20,0.950,3.507,AMSP,Research Center,23,238,218,1.7
J1AMSP21,0.839380165,3194.526652,9.764705882,5.005,0.64668999,4394.050051,0.146222327,37.64501722,698.1425414,0.022203023,10.02701493,112.6062428,0.22,42.1193,1.5038,9.939720467,-30.60179962,157,15.57,24.88,30,-9.75,14.1,0,0,0,0.026,NA,NA,NA,NA,NA,NA,NA,NA,0.289,1.165,AMSP,Research Center,17,469,197,2.8
J1AMSP21b,0.878955224,18858.053,50,5.165,0.604600756,5287.771418,0.143092921,40.65978344,742.1729397,0.022535948,27.655,97.5411318,0.1892,49.0518,1.9972,18.49143798,-29.14388336,157,2.4,5.48,30,-9.75,14.1,0,0,0,0.053333333,5.71,5.450934474,0.19492895,9.00928318,155.692715,1455.411624,62.34729245,24,NA,NA,AMSP,Research Center,14,637,218,4.4
J1BEPA1,0.629111969,5969.105284,7.5,4.455,0.567001787,3755.5178,0.158577283,111.5483425,2121.376931,0.023242401,29.464,84.98506652,0.1596,46.6749,1.9679,9.954391061,-31.28025421,157,12.95,18.12,30,-9.75,14.1,0,0,0,0.014666667,NA,NA,NA,NA,NA,NA,NA,24,1.508,2.733,BEPA,Research Center,14,473.1044011,199,3.3
J1BEPA2,0.510074074,4900.133576,13.66666667,4.52,0.52842439,3908.344741,0.188178435,124.1853623,2407.848976,0.020946026,13.0575,80.30718829,0.1764,48.3916,2.0304,10.39469356,-28.54852089,157,7.36,9.21,30,-9.75,14.1,0,0,0,0.106666667,6.6,2.410478484,0.024968691,17.86681363,57.96894819,1451.009573,57.8267034,28,18.273,2.208,BEPA,Research Center,18,538.7859512,197,3.9
J1BEPO1,0.503144937,2564.008235,31.4,4.45,0.409606233,6909.398779,0.102962832,56.06954516,1054.668742,0.019001546,18.1248,71.98975989,0.158,49.97481598,2.3998,15.78966381,-29.35997421,157,13.21,18.25,30,-9.75,14.1,0,0,0,0.010333333,5.77,1.612336441,0.015890971,27.23805937,46.82760359,415.8344866,22.92743747,23,0.735,0.993,BEPO,Research Center,9,499.5528159,199,3.8
J1CAC22,0.741333333,5533.040965,14.4,8.37,0.430918306,11810.62239,0.099414872,158.5227034,1462.722827,0.022305858,464.5518182,50.42983756,0.1278,47.67018742,2.7813,11.88809947,-29.57202751,157,1.48,2.14,30,-9.75,14.1,0,0,0,0.159333333,5.51,4.848687537,0.209742977,11.67550513,113.113103,1577.253652,89.05152934,27,4.039,6.026,CAC,Research Center,19,318.6987438,192,2.6
J1COA10,0.554945055,1701.677842,17.25,3.715,0.495495668,5064.801162,0.147858579,44.87778661,773.4863552,0.019931299,15.76347826,33.67718447,0.1164,41.8489,2.7523,14.83225652,-32.2911776,157,1.79,3.21,30,-9.75,14.1,0,0,0,0.074666667,NA,NA,NA,NA,NA,NA,NA,22,2.872,22.311,COA,Research Center,12,281,199,1.7
J1COA11,0.556699947,1455.272286,15.18181818,5,0.540470908,6630.802904,0.1344064,49.53382112,879.223257,0.023079763,20.58982456,34.95168794,0.1104,44.2194,1.9331,8.184482333,-30.20851883,157,3.67,6.16,30,-9.75,14.1,0,0,0,0.051333333,5.38,22.27938109,0.839987326,24.0673661,291.2121011,4969.501485,239.444364,25,2.767,30.110,COA,Research Center,17,243,199,1.9
J1COA12,0.612807339,1484.63961,13.75,4.66,0.566175702,9744.664581,0.156078794,83.86058155,1514.469355,0.015776621,13.91617647,47.0886611,0.1214,45.2346,1.491,8.535640459,-29.18076714,157,4.32,8.67,30,-9.75,14.1,0,0,0,0.048,5.93,5.11430791,0.14998325,8.875146161,121.4579424,1363.343554,65.55715437,20,3.731,1.977,COA,Research Center,18,313,199,2.3
J1FAG2,0.757031023,4070.326706,26.33333333,4.05,0.611308433,5767.271896,0.142547004,47.51315218,782.0403318,0.025500693,66.65625,27.77308955,0.0746,47.6019,2.4092,13.5843369,-30.84949646,157,0.74,1.66,30,-9.75,14.1,0,0,0,0.058333333,5.1,4.457841187,0.143757293,6.545784108,85.62833177,299.7917146,30.25366955,29,4.064,15.268,FAG,Research Center,46,434.4131313,173,3.5
J1FRA1,0.843987138,14725.17246,54,6.42,0.510002209,53001.65024,0.183497582,541.9415428,1661.039622,0.02448553,290.04125,32.94358992,0.0884,46.1288,3.0083,19.05024048,-30.89438232,157,2.11,4.97,30,-9.75,14.1,0,0,0,0.056666667,5.86,4.357612135,0.143843667,9.171791336,73.02040328,1324.678152,68.49854342,39,0.889,5.714,FRA,Research Center,25,507.0350255,173,2.9
J1OSV1,0.839059305,3172.705791,7.794117647,4.715,0.553941537,5213.402777,0.115555196,51.89183873,1002.676661,0.024462367,17.8216129,24.0103535,0.1492,47.3003,2.8956,14.24470589,-32.65059837,157,1.77,4.65,30,-9.75,14.1,0,0,0,0.070666667,NA,NA,NA,NA,NA,NA,NA,32,6.244,13.942,OSV,Research Center,33,460.1566435,173,3.3
J1POB1,0.47427451,3916.993463,6.333333333,6.585,0.474523075,5066.502904,0.148999373,42.62713605,780.5453365,0.036673891,7.992241379,72.24679107,0.1984,42.08958313,2.2703,11.59385484,-29.41205055,157,10.35,12.39,30,-9.75,14.1,0,0,0,0.043666667,5.73,3.713457228,0.141935484,8.672426762,83.58691252,962.6690747,63.0091454,26,2.512,3.637,POB,Research Center,11,471.0709577,192,2.5
J1POB12,0.479063161,645.4821305,9.333333333,6.87,0.566823709,5612.705871,0.181337352,63.92171909,1193.243377,0.026407245,10.33171429,102.0159841,0.2052,48.9135,2.2898,12.01848445,-28.66757309,157,8.882045455,14.23056818,30,-9.75,14.1,0,0,0,0.042197531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POB,Research Center,NA,385,199,2.9
J1POB13,0.592879177,906.533297,20,5.9,0.549054272,4933.948588,0.149143528,52.62963762,983.0890366,0.022415287,30.05777778,112.0434718,0.231,49.2682,1.975,9.312823715,-29.69578537,157,12.85,19.2,30,-9.75,14.1,0,0,0,0.017333333,5.66,2.100304472,0.048533537,14.32821118,71.05806374,263.5496415,22.58703974,23,1.263,3.876,POB,Research Center,14,398,199,3
J1POB14,0.418987342,1967.037786,12,7.715,0.573301556,4762.364346,0.108219978,39.16408874,701.7926729,0.033245543,33.15136364,98.87156705,0.2196,48.2696,1.9575,8.19310744,-29.83188232,157,9.59,15.76,30,-9.75,14.1,22.4,-0.64278761,0.766044443,0.009666667,NA,NA,NA,NA,NA,NA,NA,29,3.115,13.837,POB,Research Center,22,568,197,4.7
J1POB15,0.549487751,2590.984134,36,6.955,0.567582183,4222.471649,0.116326819,34.33496257,631.2750061,0.023454413,26.03875,103.8596323,0.2392,48.9374,1.6944,10.97340155,-29.54895844,157,8.76,16.55,30,-9.75,14.1,14,-0.961261696,0.275637356,0.016333333,5.35,1.766993098,0.031312133,22.94340639,47.63340529,218.7683138,21.62823103,44,6.480,2.820,POB,Research Center,22,452,218,3.1
J1POB16,0.518757726,1948.878177,9,5.605,0.572809971,6789.872656,0.18522697,72.90520245,1345.355799,0.031315061,19.8364,91.89167389,0.2086,49.3372,1.8882,8.264743721,-30.34401001,157,3.11,8.81,30,-9.75,14.1,14,-0.961261696,0.275637356,0.019333333,5.23,2.31061654,0.076034561,26.96741838,68.44552546,279.306551,23.76213414,36,1.559,3.453,POB,Research Center,15,408,218,2.6
J1POB2,0.511783439,2529.418898,9.363636364,6.74,0.465683788,6395.892001,0.142503455,63.733615,1152.374558,0.031532264,12.9384127,82.71174796,0.1812,48.1824,1.9636,13.29468931,-30.32957275,157,7.54,11.59,30,-9.75,14.1,0,0,0,0.047,5.58,2.929482298,0.063814103,26.89601176,78.31377529,1187.152516,111.0960626,14,1.953,1.472,POB,Research Center,21,285.448383,197,2.8
J1POD1,0.535862456,2462.60707,29,6.435,0.485838511,8042.349382,0.1429185,112.8107378,1933.742588,0.015461345,32.3448,95.39709629,0.2366,46.6612,2.0945,12.88935929,-28.6098362,157,10.86,16.5,30,-9.75,14.1,0,0,0,0.057,6.29,1.07241605,0.009247549,16.46762605,42.61239051,821.808401,34.91487695,25,0.885,4.494,POD,Research Center,21,465.5494757,199,3.8
J1POD10,0.555771345,555.6668794,37.33333333,6.035,0.534496934,7907.096342,0.150492455,102.640606,1791.634528,0.030308981,20.88414634,109.2671533,0.2204,47.1025,2.7626,13.36575502,-26.33987984,157,32,49.96,30,-9.75,14.1,13,-0.961261696,-0.275637356,0.031333333,6.1,1.182457131,0.043754972,23.31808334,43.47203768,402.6207174,20.74991654,27,0.200,0.581,POD,Research Center,21,280,197,2
J1POD11,0.493024283,1156.903689,11.75,6.24,0.495400213,10722.76078,0.158157785,171.301913,2485.173253,0.024109311,27.00654545,86.80050627,0.1974,45.5557,2.5101,15.11962781,-28.58263,157,13.35,25.56,30,-9.75,14.1,0,0,0,0.005,NA,NA,NA,NA,NA,NA,NA,NA,0.842,5.914,POD,Research Center,16,408,197,3.4
J1POD12,0.571966835,508.263304,29.33333333,6.64,0.558393199,9620.962442,0.14254518,89.7609548,1621.753533,0.031920198,19.91078431,130.6415875,0.2408,47.41013321,2.4668,6.673894431,-27.61567337,157,15.54,24.95,30,-9.75,14.1,14,0.866025404,0.5,0.004333333,NA,NA,NA,NA,NA,NA,NA,34,0.047,0.370,POD,Research Center,14,344,197,2.4
J1POD13,0.517703068,812.5434227,15.6,5.96,0.517459958,10829.79168,0.186884945,187.7595102,3393.642091,0.022893062,12.07472727,85.25696044,0.2042,44.8795,1.8068,14.05715251,-29.24224152,157,8.882045455,14.23056818,30,-9.75,14.1,0,0,0,0.042197531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POD,Research Center,NA,205,218,1.3
J1POD14,0.533304473,739.186812,100,4.32,0.540072264,5162.650056,0.11596443,42.8381573,788.7952854,0.02425412,19.89454545,96.09760556,0.2066,46.17,1.9748,15.68658836,-27.68843018,157,10.87,18.97,30,-9.75,14.1,0,0,0,0.076666667,5.61,2.193444051,0.063391287,20.49369563,67.22125738,804.8647837,69.88145637,17,0.040,1.420,POD,Research Center,21,346,218,2.2
J1POD15,0.538035714,421.5579798,32,5.515,0.564102709,6603.533937,0.136931741,72.00471768,1265.285155,0.027111564,21.14085714,119.7951158,0.2274,46.0886,2.3127,5.541237759,-28.072621,157,20.53,27.89,30,-9.75,14.1,14,-0.882947593,0.469471563,0.006333333,NA,NA,NA,NA,NA,NA,NA,NA,0.084,0.218,POD,Research Center,24,280,218,1.8
J1POD2,0.520962963,1731.008973,19.25,5.64,0.505801504,11167.81328,0.205338579,184.2165332,3074.943533,0.020901199,13.87757576,92.56266923,0.2044,46.3526,2.1924,12.60556905,-29.46727669,157,17.32,20.39,30,-9.75,14.1,0,0,0,0.017,6.53,1.160743692,0.034353529,18.40157855,35.73598711,1008.20151,31.37148624,25,0.668,1.896,POD,Research Center,20,336.3540279,199,2.8
J1POG11,0.509751693,5966.479341,13.83333333,6.98,0.531607619,11614.51083,0.13688494,92.14161905,1540.75309,0.01930101,28.1125,89.65095598,0.161,48.4728,2.1862,10.06310977,-29.80174431,157,20.63,27.28,30,-9.75,14.1,0,0,0,0.023,5.94,3.237302289,0.088370586,14.21063826,101.6870316,788.9823213,40.03229046,10,7.841,2.098,POG,Research Center,14,616,199,4.1
J1POG13,0.481854437,1426.282313,6.333333333,6.815,0.496515896,2729.552123,0.20351531,89.56585576,1322.221235,0.015645015,19.08172414,83.25351935,0.1436,46.0564,2.5335,14.13984565,-28.87276062,157,5.55,7.41,30,-9.75,14.1,0,0,0,0.058,NA,NA,NA,NA,NA,NA,NA,37,7.793,3.498,POG,Research Center,15,407,199,2.8
J1POG14,0.48357021,977.1017841,13.5,7.98,0.486861131,6227.885839,0.167539293,104.631225,1726.649893,0.019115964,21.24413043,98.90199851,0.1454,47.7055,2.082,11.7234817,-28.74671753,157,16.98,27.01,30,-9.75,14.1,13,-0.961261696,-0.275637356,0.033,5.55,2.616167473,0.075935945,25.32879959,68.26715123,681.5762259,44.28420989,25,2.455,3.252,POG,Research Center,14,367,197,2.9
J1POG2,0.393927126,3828.845248,12.5,7.215,0.439307959,9301.074521,0.181612037,125.1110025,1840.051809,0.014571361,27.46714286,68.28195469,0.132,51.7035,3.1147,13.81525241,-29.92030106,157,6.48,12.53,30,-9.75,14.1,0,0,0,0.029333333,5.54,3.53777797,0.114987885,17.36031369,77.38900603,681.9026438,48.16752078,27,2.000,36.930,POG,Research Center,15,421.6059187,192,2.1
J1POT1,0.496878613,4025.261205,8.384615385,6.41,0.583364475,7969.350101,0.170788106,78.67789592,1472.106455,0.025384226,17.10057143,88.18418766,0.1538,51.0953,2.5431,13.33065566,-30.67344841,157,4.49,8.14,30,-9.75,14.1,0,0,0,0.006666667,NA,NA,NA,NA,NA,NA,NA,45,1.127,4.126,POT,Research Center,21,583.02507,199,3.2
J1POT2,0.44675,2430.709871,6.181818182,5.51,0.43638975,4901.783698,0.175678556,67.59485205,1177.247692,0.027726397,15.18543478,66.74015432,0.1504,48.9116,2.4942,13.0736773,-31.08718285,157,5.71,12.74,30,-9.75,14.1,0,0,0,0.019,5.41,2.751967809,0.063012504,29.59706772,64.22208306,880.2707767,48.97672707,15,22.793,6.752,POT,Research Center,10,321.6440332,197,2.2
J1PRP1,0.591129363,2034.380906,7.117647059,5.145,0.594412005,6389.722334,0.169536181,91.33768763,1691.143296,0.028059666,8.276956522,58.78027,0.1212,45.78594874,2.1978,14.19160304,-29.66652901,157,4.55,3.98,30,-9.75,14.1,0,0,0,0.066333333,5.57,4.768486643,0.150414365,12.61491138,97.52698175,1255.637359,78.68692904,27,1.589,4.436,PRP,Research Center,19,433.1430352,192,3.5
J1PRP10,0.645710345,2003.663091,8.411764706,5.48,0.614676578,6936.048575,0.173064739,83.2220464,1572.962853,0.025024932,9.404074074,79.70015622,0.1214,48.3168,1.9145,19.04906033,-26.43877136,157,12.98,22.47,30,-9.75,14.1,0,0,0,0.006333333,NA,NA,NA,NA,NA,NA,NA,NA,0.282,1.661,PRP,Research Center,16,388,197,2.8
J1PRP11,0.673348181,441.4523756,10.7,5.865,0.562874774,4402.018762,0.130481726,44.67004167,802.9389276,0.030189436,5.478444444,91.67241309,0.1432,48.3445,2.0411,12.06835315,-26.56379494,157,33.06,53.47,30,-9.75,14.1,4,-0.939692621,0.342020143,0.004666667,NA,NA,NA,NA,NA,NA,NA,19,0.115,0.801,PRP,Research Center,16,228,199,1.4
J1PRV14,0.639921569,717.2858708,7.6875,6.665,0.537586898,4432.186164,0.125067658,39.97017596,715.7782715,0.022276085,12.28363636,70.99509431,0.169,46.1879,2.639,12.36807119,-28.17498383,157,2.51,5.65,30,-9.75,14.1,0,0,0,0.088333333,NA,NA,NA,NA,NA,NA,NA,55,3.325,12.951,PRV,Research Center,27,280,199,2.3
J1QUR1,0.796576695,5182.873944,34,4.67,0.599024099,29172.97652,0.092743529,176.8739642,412.5625771,0.043915468,77.12272727,50.80450286,0.1296,46.7179,2.3286,12.04504529,-30.40546425,157,1.77,5.19,30,-9.75,14.1,0,0,0,0.043,5.4,3.727205807,0.154506089,8.958069339,85.41906861,836.9617991,59.60042867,19,11.914,5.329,QUR,Research Center,15,337.3979521,173,2.4
J1QUR2,0.764688525,12930.09052,19.5,6.36,0.591819471,40594.97605,0.096566685,310.854214,2977.420691,0.045645633,50.875,70.97227097,0.1472,49.533,2.8072,13.51249502,-29.72096786,157,6.17,11.675,30,-9.75,14.1,0,0,0,0.044666667,NA,NA,NA,NA,NA,NA,NA,28,2.814,2.333,QUR,Research Center,15,548.4832922,199,4.3
J20BEPA17,0.509642005,3809.576037,8.647058824,5.335,0.493013987,9202.028687,0.081304869,53.12513217,1033.811891,0.011304924,21.37956522,48.50222683,0.1354,49.6567,2.4174,12.06708217,-32.30328072,121,4.32,7.34,25.83,-9,14.01,5.3,-0.64278761,0.766044443,0.320666667,5.27,11.10916855,0.442867117,7.937004212,396.0389419,2296.274751,156.7474711,19,4.710,13.507,BEPA,Verger Abandonné,16,492,210,3.8
J20BEPA18,0.499583085,5102.913776,100,3.25,0.525163764,2666.908382,0.151093007,47.55622556,918.3922244,0.029768809,42.44,74.55230914,0.176,49.4409,2.8572,19.48451254,-28.4660923,121,6.65,9.67,25.83,-9,14.01,9.7,-0.5,0.866025404,0.069666667,5.46,10.76986744,0.50479904,11.4782282,443.3716684,2564.647236,155.3633081,12,3.002,3.031,BEPA,Verger Abandonné,13,526,210,3.8
J20BEPA19,0.515746924,1806.610644,34.75,5.745,0.489295834,11389.13986,0.165136177,141.5172428,2718.954476,0.024127746,34.55758621,80.146083,0.1844,46.3433,1.9846,12.13441019,-29.70036446,121,8.15,14.67,25.83,-9,14.01,9.7,-0.5,0.866025404,0.075333333,5.74,5.670494221,0.262418301,9.165907557,216.6863909,1986.048249,116.3371939,55,0.101,2.387,BEPA,Verger Abandonné,14,420,210,3
J20BEPO18,0.513611111,1554.773096,44,3.255,0.530593264,9801.15725,0.101975805,57.18138686,1089.469844,0.01843422,16.08681818,59.64793309,0.1428,46.6466,2.7701,22.22734398,-30.39388512,121,6.56,9.07,25.83,-9,14.01,9.7,-0.5,0.866025404,0.114333333,5.59,11.28925714,0.377308707,11.6297346,533.137868,2270.213865,155.0850891,29,2.729,3.670,BEPO,Verger Abandonné,11,348,210,2.2
J20CAC20,0.796039604,6201.898783,60,6.4,0.471420997,39853.64909,0.0720003,200.3002396,1192.705551,0.038835198,424.4933333,52.54892107,0.1182,46.4254,1.9776,15.01163424,-29.73559654,121,6.96,8.1,25.83,-9,14.01,4.3,-0.422618262,0.906307787,0.051666667,5.216666667,25.83194268,1.004396695,211.3379789,374.4540358,4975.014407,321.173592,35,2.105,14.686,CAC,Verger Abandonné,23,462,210,3.2
J20CAC21,0.75142055,2993.519502,55,6,0.471988205,36882.33308,0.042821486,132.5910973,1369.083322,0.050393996,216.57875,57.19628542,0.1324,46.9936,3.0628,12.33492812,-31.34992111,121,3.49,6.45,25.83,-9,14.01,10,-0.5,0.866025404,0.191,5.16,6.932631206,0.281535649,8.150296325,152.9506344,1297.216503,63.38097878,34,7.184,8.075,CAC,Verger Abandonné,21,510,210,4.3
J20COA8,0.538242424,2473.604122,10.8,4.975,0.488661956,5932.15068,0.090693686,28.26475721,486.7587041,0.019677979,22.54878049,41.64413196,0.1208,46.1178,2.0523,9.821330489,-30.27869164,121,2.1,4.73,25.83,-9,14.01,5.3,-0.64278761,0.766044443,0.128,5.68,13.69933636,0.642500734,9.329752597,425.3312745,3531.724392,188.2920792,15,4.746,15.325,COA,Verger Abandonné,13,342,210,2.6
J20COA9,0.596353078,919.0767796,10.42857143,5.265,0.52472431,4841.936519,0.085728315,27.46186869,502.5274489,0.024719281,21.13294118,44.48032066,0.1318,46.3169,2.0937,12.84038678,-29.70084274,121,3.48,6.97,25.83,-9,14.01,5.3,-0.64278761,0.766044443,0.146666667,5.34,13.12503289,0.444029851,8.93618347,377.6645995,2423.608018,151.0669065,20,7.980,11.899,COA,Verger Abandonné,13,366,210,3.1
J20POT22,0.433592982,8627.81114,51,4.805,0.46607345,6871.111046,0.121027965,49.10188883,906.4968488,0.023881955,32.57454545,97.11989283,0.1838,51.1322,2.6786,12.92897475,-29.9556591,121,3.93,9.33,25.83,-9,14.01,9.7,-0.5,0.866025404,0.149666667,5.77,6.100330635,0.213030014,12.02289804,149.2861127,1729.627383,101.1328371,33,0.095,5.957,POT,Verger Abandonné,14,832,210,4.6
J20PRS14,0.712767395,3267.050696,13.5,4.59,0.574610821,5747.229901,0.09939765,34.23292253,657.3287988,0.036213921,24.10055556,45.06581222,0.1512,47.148,2.9233,12.84184617,-31.744925,121,3.44,4.77,25.83,-9,14.01,22.6,-0.766044443,0.64278761,0.107333333,5.62,5.003850964,0.188508697,10.29662363,115.0644502,1255.503016,57.1498451,55,0.808,6.521,PRS,Verger Abandonné,14,368,210,3.8
J20PRS16,0.65532323,5157.419145,26.75,4.7,0.483490596,5630.143242,0.107712471,36.14901293,682.2320519,0.022268215,33.46833333,47.13410687,0.1416,47.8306,2.7711,19.84125003,-30.53047264,121,4.56,7.14,25.83,-9,14.01,4.3,-0.422618262,0.906307787,0.127,5.37,14.68544595,0.578151838,9.785060142,354.4814548,2812.234646,158.8434675,21,6.384,31.292,PRS,Verger Abandonné,23,614,210,3.8
J20PRS17,0.75571754,1308.35113,9.153846154,5.3,0.5300305,5229.843498,0.115274668,34.65358544,667.2351668,0.021585226,16.96275,48.66545814,0.146,47.6159,2.8835,24.40064529,-28.27298058,121,3.8,4.75,25.83,-9,14.01,4.3,-0.422618262,0.906307787,0.086333333,5.17,13.87520506,0.647058824,38.0518187,216.772533,2054.397886,126.2088529,16,1.402,32.785,PRS,Verger Abandonné,25,247,210,1.7
J21ACP17,0.572144213,908.3969121,19,3.885,0.469493758,5204.620027,0.07267316,22.91182702,341.0004112,0.016402415,77.5775,26.16738101,0.0868,42.6539,2.4233,17.66090985,-31.19734749,191,3.49,4.86,25.33,-11.83,12.51,0,0,0,0.268333333,4.33,7.292020333,0.256054628,4.806007894,79.11159336,486.1167533,40.30153152,55,0.575,17.085,ACP,Chemin Rouge,24,302,193,1.8
J21ACR16,0.603400143,1188.515637,17.25,6.05,0.422130476,6842.137998,0.117003786,43.3463316,701.4357689,0.032000628,50.02222222,54.79786761,0.121,48.4057,2.5528,14.92108417,-31.77486168,191,3.2,5.61,25.33,-11.83,12.51,0,0,0,0.82,5.6,3.990450659,0.087404903,23.97762491,40.30144532,1587.19243,64.13233916,30,0.319,6.875,ACR,Chemin Rouge,28,389,193,3.1
J21ACSP13,0.521947826,1241.255234,18.8,4.51,0.444675151,5180.853558,0.063446797,19.23187382,326.0244037,0.03085695,51.21214286,43.36304169,0.1336,48.9201,2.9013,15.54707917,-29.24849831,191,4.36,5.4,25.33,-11.83,12.51,0,0,0,0.593333333,4.86,6.510320561,0.200147131,14.84517662,63.43614239,1162.305375,57.74325845,55,0.162,5.395,ACSP,Chemin Rouge,14,392,193,3
J21ACSP15,0.503741765,6651.388133,16.57142857,5.275,0.458864358,6609.135124,0.085891633,37.08277715,555.4134966,0.021970102,33.12785714,31.13478083,0.105,46.2916,2.2697,17.97811543,-30.49913658,191,2.01,3.23,24.17,-11.17,12.31,24.4,-0.173648178,-0.984807753,0.424666667,5.12,11.6475427,0.4906639,18.07947311,141.5248844,2534.173579,154.6929434,55,4.340,22.160,ACSP,Chemin Rouge,13,710,193,4.6
J21BEA16,0.563108531,672.6383732,11,3.5,0.543751678,9284.666293,0.09010657,49.40459559,951.4920284,0.023668392,14.84076923,31.30669155,0.208,45.7506,2.9827,12.54695241,-32.23636665,191,2.71,4.76,25.33,-11.83,12.51,0,0,0,0.478333333,5.27,6.099919859,0.201420679,39.35811496,77.27312388,2021.531627,86.50008315,55,0.182,12.046,BEA,Chemin Rouge,14,286,193,2
J21BEA17,0.544093924,1770.173554,20.2,4.09,0.509246672,7892.380522,0.074412885,34.83578044,668.2640517,0.020139867,35.32555556,31.4534646,0.1052,47.4561,2.8843,13.88616914,-32.42269646,191,2.35,3.83,25.33,-11.83,12.51,0,0,0,0.299,NA,NA,NA,NA,NA,NA,NA,55,0.743,22.371,BEA,Chemin Rouge,51,334,193,2.7
